Fecha,Nombre_Material,Cantidad_kg,Nombre_Categoria,Operador_logistíco,Sede
2018-08-28,Palos de Escoba,1,Otros,Recuperar,
2018-08-28,Plega,305,Plásticos,Recuperar,
2018-08-28,Periódico,430,Papeles y Cartones,Recuperar,
2018-08-28,Plástico,287,Plásticos,Recuperar,
2018-09-28,Archivo,759,Papeles y Cartones,Recuperar,
2018-09-28,Plega,92,Papeles y Cartones,Recuperar,
2018-09-28,Plástico,212,Plásticos,Recuperar,
2018-09-28,Aluminio,12,Metales,Recuperar,
2018-09-28,Pasta,547,Plásticos,Recuperar,
2018-09-28,Chatarra,134,Metales,Recuperar,
2018-09-28,Vidrio,640,Vidrios,Recuperar,
2018-09-28,Cartón,638,Papeles y Cartones,Recuperar,
2018-09-28,Periódico,232,Papeles y Cartones,Recuperar,
2018-09-28,Palos de Escoba,90,Otros,Recuperar,
2018-09-28,Plega,219,Papeles y Cartones,Recuperar,
2018-09-28,Plega,251,Plásticos,Recuperar,
2018-10-28,Plástico,273,Plásticos,Recuperar,
2018-10-28,Archivo,980,Papeles y Cartones,Recuperar,
2018-10-28,Periódico,397,Papeles y Cartones,Recuperar,
2018-10-28,Plega,359,Plásticos,Recuperar,
2018-10-28,Chatarra,487,Metales,Recuperar,
2018-10-28,Plega,108,Papeles y Cartones,Recuperar,
2018-10-28,Cartón,701,Papeles y Cartones,Recuperar,
2018-10-28,Plega,318,Papeles y Cartones,Recuperar,
2018-10-28,Pasta,680,Plásticos,Recuperar,
2018-10-28,Aluminio,61,Metales,Recuperar,
2018-10-28,Vidrio,1265,Vidrios,Recuperar,
2018-10-28,Palos de Escoba,75,Otros,Recuperar,
2018-11-28,Cartón,600,Papeles y Cartones,Recuperar,
2018-11-28,Palos de Escoba,42,Otros,Recuperar,
2018-11-28,Periódico,114,Papeles y Cartones,Recuperar,
2018-11-28,Plástico,161,Plásticos,Recuperar,
2018-11-28,Plega,35,Papeles y Cartones,Recuperar,
2018-11-28,Plega,176,Plásticos,Recuperar,
2018-11-28,Aluminio,13,Metales,Recuperar,
2018-11-28,Chatarra,693,Metales,Recuperar,
2018-11-28,Archivo,756,Papeles y Cartones,Recuperar,
2018-11-28,Pasta,295,Plásticos,Recuperar,
2018-11-28,Vidrio,343,Vidrios,Recuperar,
2018-11-28,Plega,139,Papeles y Cartones,Recuperar,
2018-12-28,Aluminio,10,Metales,Recuperar,
2018-12-28,Vidrio,344,Vidrios,Recuperar,
2018-12-28,Plega,58,Papeles y Cartones,Recuperar,
2018-12-28,Archivo,861,Papeles y Cartones,Recuperar,
2018-12-28,Plega,289,Papeles y Cartones,Recuperar,
2018-12-28,Cartón,956,Papeles y Cartones,Recuperar,
2018-12-28,Palos de Escoba,0,Otros,Recuperar,
2018-12-28,Plástico,197,Plásticos,Recuperar,
2018-12-28,Chatarra,116,Metales,Recuperar,
2018-12-28,Pasta,342,Plásticos,Recuperar,
2018-12-28,Periódico,877,Papeles y Cartones,Recuperar,
2018-12-28,Plega,142,Plásticos,Recuperar,
2019-01-28,Vidrio,377,Vidrios,Recuperar,
2019-01-28,Chatarra,3835,Metales,Recuperar,
2019-01-28,Plega,38,Papeles y Cartones,Recuperar,
2019-01-28,Pasta,494,Plásticos,Recuperar,
2019-01-28,Palos de Escoba,21,Otros,Recuperar,
2019-01-28,Aluminio,22,Metales,Recuperar,
2019-01-28,Cobre,0,Metales,Recuperar,
2019-01-28,Plega,166,Plásticos,Recuperar,
2019-01-28,Plástico,188,Plásticos,Recuperar,
2019-01-28,Cartón,771,Papeles y Cartones,Recuperar,
2019-01-28,Periódico,137,Papeles y Cartones,Recuperar,
2019-01-28,Plega,279,Papeles y Cartones,Recuperar,
2019-01-28,Archivo,1416,Papeles y Cartones,Recuperar,
2019-02-28,Chatarra,105,Metales,Recuperar,
2019-02-28,Periódico,308,Papeles y Cartones,Recuperar,
2019-02-28,Plega,395,Papeles y Cartones,Recuperar,
2019-02-28,Plega,114,Papeles y Cartones,Recuperar,
2019-02-28,Archivo,1931,Papeles y Cartones,Recuperar,
2019-02-28,Palos de Escoba,0,Otros,Recuperar,
2019-02-28,Pasta,852,Plásticos,Recuperar,
2019-02-28,Aluminio,16,Metales,Recuperar,
2019-02-28,Plega,443,Plásticos,Recuperar,
2019-02-28,Cobre,0,Metales,Recuperar,
2019-02-28,Plástico,222,Plásticos,Recuperar,
2019-02-28,Cartón,831,Papeles y Cartones,Recuperar,
2019-02-28,Vidrio,716,Vidrios,Recuperar,
2019-03-28,Plega,545,Plásticos,Recuperar,
2019-03-28,Plástico,322,Plásticos,Recuperar,
2019-03-28,Cartón,1250,Papeles y Cartones,Recuperar,
2019-03-28,Archivo,1996,Papeles y Cartones,Recuperar,
2019-03-28,Aluminio,30,Metales,Recuperar,
2019-03-28,Periódico,602,Papeles y Cartones,Recuperar,
2019-03-28,Vidrio,1006,Vidrios,Recuperar,
2019-03-28,Plega,541,Papeles y Cartones,Recuperar,
2019-03-28,Plega,121,Papeles y Cartones,Recuperar,
2019-03-28,Pasta,1290,Plásticos,Recuperar,
2019-03-28,Chatarra,419,Metales,Recuperar,
2019-03-28,Palos de Escoba,80,Otros,Recuperar,
2019-03-28,Cobre,0,Metales,Recuperar,
2019-04-28,Pasta,422,Plásticos,Recimed,
2019-04-28,Cartón,745,Papeles y Cartones,Recimed,
2019-04-28,Vidrio,340,Vidrios,Recimed,
2019-04-28,Aluminio,13,Metales,Recimed,
2019-04-28,Archivo,1005,Papeles y Cartones,Recimed,
2019-04-28,Plega,457,Papeles y Cartones,Recimed,
2019-04-28,Chatarra,2572,Metales,Recimed,
2019-04-28,Tetrapak,29,Papeles y Cartones,Recimed,
2019-04-28,Periódico,"208,6",Papeles y Cartones,Recimed,
2019-04-28,Plástico,167,Plásticos,Recimed,
2019-04-28,Cobre,0,Metales,Recimed,
2019-04-28,Plega,0,Plásticos,Recimed,
2019-04-28,Palos de Escoba,17,Otros,Recimed,
2019-05-28,Acero,2,Metales,Recimed,
2019-05-28,Plega,579,Papeles y Cartones,Recimed,
2019-05-28,Tetrapak,260,Papeles y Cartones,Recimed,
2019-05-28,Cartón,996,Papeles y Cartones,Recimed,
2019-05-28,Pasta,785,Plásticos,Recimed,
2019-05-28,Plástico,97,Plásticos,Recimed,
2019-05-28,Chatarra,1,Metales,Recimed,
2019-05-28,Archivo,648,Papeles y Cartones,Recimed,
2019-05-28,Vidrio,262,Vidrios,Recimed,
2019-05-28,Periódico,"62,4",Papeles y Cartones,Recimed,
2019-05-28,Plega,0,Plásticos,Recimed,
2019-05-28,Palos de Escoba,0,Otros,Recimed,
2019-05-28,Aluminio,304,Metales,Recimed,
2019-05-28,Cobre,3,Metales,Recimed,
2019-06-28,Periódico,97,Papeles y Cartones,Recimed,
2019-06-28,Plega,0,Plásticos,Recimed,
2019-06-28,Plástico,184,Plásticos,Recimed,
2019-06-28,Palos de Escoba,50,Otros,Recimed,
2019-06-28,Chatarra,2171,Metales,Recimed,
2019-06-28,Pasta,571,Plásticos,Recimed,
2019-06-28,Tetrapak,0,Papeles y Cartones,Recimed,
2019-06-28,Cartón,767,Papeles y Cartones,Recimed,
2019-06-28,Aluminio,26,Metales,Recimed,
2019-06-28,Vidrio,839,Vidrios,Recimed,
2019-06-28,Archivo,680,Papeles y Cartones,Recimed,
2019-06-28,Plega,475,Papeles y Cartones,Recimed,
2019-06-28,Cobre,14,Metales,Recimed,
2019-07-28,Plástico,68,Plásticos,Recimed,
2019-07-28,Chatarra,2133,Metales,Recimed,
2019-07-28,Palos de Escoba,42,Otros,Recimed,
2019-07-28,Pasta,359,Plásticos,Recimed,
2019-07-28,Cobre,0,Metales,Recimed,
2019-07-28,Tetrapak,20,Papeles y Cartones,Recimed,
2019-07-28,Plega,263,Papeles y Cartones,Recimed,
2019-07-28,Cartón,325,Papeles y Cartones,Recimed,
2019-07-28,Plega,0,Plásticos,Recimed,
2019-07-28,Aluminio,13,Metales,Recimed,
2019-07-28,Archivo,566,Papeles y Cartones,Recimed,
2019-07-28,Vidrio,381,Vidrios,Recimed,
2019-07-28,Periódico,"83,4",Papeles y Cartones,Recimed,
2019-08-28,Periódico,"185,4",Papeles y Cartones,Recimed,
2019-08-28,Plega,82,Plásticos,Recimed,
2019-08-28,Archivo,327,Papeles y Cartones,Recimed,
2019-08-28,Plega,312,Papeles y Cartones,Recimed,
2019-08-28,Chatarra,26,Metales,Recimed,
2019-08-28,Tetrapak,55,Papeles y Cartones,Recimed,
2019-08-28,Plástico,157,Plásticos,Recimed,
2019-08-28,Vidrio,371,Vidrios,Recimed,
2019-08-28,Pasta,573,Plásticos,Recimed,
2019-08-28,Aluminio,193,Metales,Recimed,
2019-08-28,Palos de Escoba,0,Otros,Recimed,
2019-08-28,Cobre,0,Metales,Recimed,
2019-08-28,Cartón,3063,Papeles y Cartones,Recimed,
2019-09-28,Palos de Escoba,237,Otros,Recimed,
2019-09-28,Plega,136,Plásticos,Recimed,
2019-09-28,Plástico,714,Plásticos,Recimed,
2019-09-28,Archivo,3347,Papeles y Cartones,Recimed,
2019-09-28,Aluminio,63,Metales,Recimed,
2019-09-28,Pasta,2073,Plásticos,Recimed,
2019-09-28,Vidrio,1464,Vidrios,Recimed,
2019-09-28,Cartón,2312,Papeles y Cartones,Recimed,
2019-09-28,Periódico,"727,6",Papeles y Cartones,Recimed,
2019-09-28,Plega,2011,Papeles y Cartones,Recimed,
2019-09-28,Tetrapak,198,Papeles y Cartones,Recimed,
2019-09-28,Cobre,5,Metales,Recimed,
2019-09-28,Chatarra,406,Metales,Recimed,
2019-10-28,Periódico,"456,2",Papeles y Cartones,Recimed,
2019-10-28,Tetrapak,53,Papeles y Cartones,Recimed,
2019-10-28,Plega,140,Plásticos,Recimed,
2019-10-28,Plástico,245,Plásticos,Recimed,
2019-10-28,Chatarra,2545,Metales,Recimed,
2019-10-28,Vidrio,671,Vidrios,Recimed,
2019-10-28,Cobre,0,Metales,Recimed,
2019-10-28,Aluminio,21,Metales,Recimed,
2019-10-28,Cartón,783,Papeles y Cartones,Recimed,
2019-10-28,Pasta,1028,Plásticos,Recimed,
2019-10-28,Plega,603,Papeles y Cartones,Recimed,
2019-10-28,Palos de Escoba,18,Otros,Recimed,
2019-10-28,Archivo,1629,Papeles y Cartones,Recimed,
2019-11-28,Vidrio,595,Vidrios,Recimed,
2019-11-28,Plega,723,Papeles y Cartones,Recimed,
2019-11-28,Cartón,760,Papeles y Cartones,Recimed,
2019-11-28,Tetrapak,78,Papeles y Cartones,Recimed,
2019-11-28,Chatarra,1032,Metales,Recimed,
2019-11-28,Pasta,795,Plásticos,Recimed,
2019-11-28,Plega,0,Plásticos,Recimed,
2019-11-28,Palos de Escoba,6,Otros,Recimed,
2019-11-28,Cobre,0,Metales,Recimed,
2019-11-28,Aluminio,22,Metales,Recimed,
2019-11-28,Archivo,1232,Papeles y Cartones,Recimed,
2019-11-28,Periódico,"196,8",Papeles y Cartones,Recimed,
2019-11-28,Plástico,154,Plásticos,Recimed,
2020-01-28,Aluminio,"2,7",Metales,Recimed,
2020-01-28,Plástico,"80,4",Plásticos,Recimed,
2020-01-28,Chatarra,"1662,3",Metales,Recimed,
2020-01-28,Plega,"264,5",Papeles y Cartones,Recimed,
2020-01-28,Palos de Escoba,167,Otros,Recimed,
2020-01-28,Plega,17,Plásticos,Recimed,
2020-01-28,Vidrio,94,Vidrios,Recimed,
2020-01-28,Periódico,"112,7",Papeles y Cartones,Recimed,
2020-01-28,Pasta,"175,1",Plásticos,Recimed,
2020-01-28,Pet,"207,5",Plásticos,Recimed,
2020-01-28,Archivo,"858,6",Papeles y Cartones,Recimed,
2020-01-28,Cartón,"620,9",Papeles y Cartones,Recimed,
2020-01-28,Tetrapak,"436,8",Papeles y Cartones,Recimed,
2020-02-28,Archivo,"1299,5",Papeles y Cartones,Recimed,
2020-02-28,Chatarra,"1042,5",Metales,Recimed,
2020-02-28,Periódico,"262,2",Papeles y Cartones,Recimed,
2020-02-28,Aluminio,"30,4",Metales,Recimed,
2020-02-28,Pasta,"384,6",Plásticos,Recimed,
2020-02-28,Vidrio,967,Vidrios,Recimed,
2020-02-28,Plega,"252,3",Plásticos,Recimed,
2020-02-28,Cartón,"1260,4",Papeles y Cartones,Recimed,
2020-02-28,Plástico,"270,8",Plásticos,Recimed,
2020-02-28,Pet,"927,3",Plásticos,Recimed,
2020-02-28,Plega,"1162,8",Papeles y Cartones,Recimed,
2020-02-28,Palos de Escoba,98,Otros,Recimed,
2020-02-28,Tetrapak,"57,2",Papeles y Cartones,Recimed,
2020-03-28,Pet,"602,4",Plásticos,Recimed,
2020-03-28,Chatarra,"2032,8",Metales,Recimed,
2020-03-28,Plega,"148,5",Plásticos,Recimed,
2020-03-28,Plástico,"207,6",Plásticos,Recimed,
2020-03-28,Palos de Escoba,75,Otros,Recimed,
2020-03-28,Tetrapak,"46,2",Papeles y Cartones,Recimed,
2020-03-28,Aluminio,64,Metales,Recimed,
2020-03-28,Plega,972,Papeles y Cartones,Recimed,
2020-03-28,Periódico,"289,1",Papeles y Cartones,Recimed,
2020-03-28,Archivo,"925,6",Papeles y Cartones,Recimed,
2020-03-28,Cartón,"887,4",Papeles y Cartones,Recimed,
2020-03-28,Vidrio,"705,1",Vidrios,Recimed,
2020-03-28,Pasta,"129,3",Plásticos,Recimed,
2020-07-28,Plástico,159,Plásticos,SOCYA,
2020-07-28,Tetrapak,0,Papeles y Cartones,SOCYA,
2020-07-28,Aluminio,0,Metales,SOCYA,
2020-07-28,Chatarra,105,Metales,SOCYA,
2020-07-28,Periódico,8,Papeles y Cartones,SOCYA,
2020-07-28,Vidrio,0,Vidrios,SOCYA,
2020-07-28,Pet,26,Plásticos,SOCYA,
2020-07-28,Cobre,0,Metales,SOCYA,
2020-07-28,Cartón,277,Papeles y Cartones,SOCYA,
2020-07-28,Icopor,0,Otros,SOCYA,
2020-07-28,Archivo,59,Papeles y Cartones,SOCYA,
2020-09-28,Cartón,485,Papeles y Cartones,SOCYA,
2020-09-28,Icopor,10,Otros,SOCYA,
2020-09-28,Archivo,360,Papeles y Cartones,SOCYA,
2020-09-28,Periódico,17,Papeles y Cartones,SOCYA,
2020-09-28,Pet,53,Plásticos,SOCYA,
2020-09-28,Chatarra,600,Metales,SOCYA,
2020-09-28,Vidrio,51,Vidrios,SOCYA,
2020-09-28,Cobre,0,Metales,SOCYA,
2020-09-28,Aluminio,0,Metales,SOCYA,
2020-09-28,Plástico,673,Plásticos,SOCYA,
2020-09-28,Tetrapak,2,Papeles y Cartones,SOCYA,
2020-10-28,Archivo,275,Papeles y Cartones,SOCYA,
2020-10-28,Pet,20,Plásticos,SOCYA,
2020-10-28,Tetrapak,0,Papeles y Cartones,SOCYA,
2020-10-28,Cartón,679,Papeles y Cartones,SOCYA,
2020-10-28,Plástico,198,Plásticos,SOCYA,
2020-10-28,Vidrio,81,Vidrios,SOCYA,
2020-10-28,Periódico,19,Papeles y Cartones,SOCYA,
2020-10-28,Cobre,0,Metales,SOCYA,
2020-10-28,Icopor,0,Otros,SOCYA,
2020-10-28,Aluminio,10,Metales,SOCYA,
2020-10-28,Chatarra,670,Metales,SOCYA,
2020-11-28,Chatarra,3116,Metales,SOCYA,
2020-11-28,Archivo,500,Papeles y Cartones,SOCYA,
2020-11-28,Cobre,40,Metales,SOCYA,
2020-11-28,Cartón,322,Papeles y Cartones,SOCYA,
2020-11-28,Vidrio,100,Vidrios,SOCYA,
2020-11-28,Aluminio,30,Metales,SOCYA,
2020-11-28,Tetrapak,0,Papeles y Cartones,SOCYA,
2020-11-28,Pet,18,Plásticos,SOCYA,
2020-11-28,Icopor,10,Otros,SOCYA,
2020-11-28,Periódico,33,Papeles y Cartones,SOCYA,
2020-11-28,Plástico,405,Plásticos,SOCYA,
2020-12-28,Icopor,8,Otros,SOCYA,
2020-12-28,Pet,43,Plásticos,SOCYA,
2020-12-28,Cobre,0,Metales,SOCYA,
2020-12-28,Periódico,35,Papeles y Cartones,SOCYA,
2020-12-28,Aluminio,0,Metales,SOCYA,
2020-12-28,Plástico,256,Plásticos,SOCYA,
2020-12-28,Cartón,361,Papeles y Cartones,SOCYA,
2020-12-28,Archivo,670,Papeles y Cartones,SOCYA,
2020-12-28,Tetrapak,0,Papeles y Cartones,SOCYA,
2020-12-28,Vidrio,70,Vidrios,SOCYA,
2020-12-28,Chatarra,235,Metales,SOCYA,
2021-01-28,Archivo,384,Papeles y Cartones,SOCYA,
2021-01-28,Icopor,2,Otros,SOCYA,
2021-01-28,Cartón,0,Papeles y Cartones,SOCYA,
2021-01-28,Palos de Escoba,0,Otros,SOCYA,
2021-01-28,Aluminio,0,Metales,SOCYA,
2021-01-28,Cartón,439,Papeles y Cartones,SOCYA,
2021-01-28,Vidrio,35,Vidrios,SOCYA,
2021-01-28,Pasta,0,Plásticos,SOCYA,
2021-01-28,Plega,0,Plásticos,SOCYA,
2021-01-28,Pet,43,Plásticos,SOCYA,
2021-01-28,Chatarra,602,Metales,SOCYA,
2021-01-28,Plega,50,Papeles y Cartones,SOCYA,
2021-01-28,Periódico,0,Papeles y Cartones,SOCYA,
2021-01-28,Plástico,180,Plásticos,SOCYA,
2021-01-28,PVC,0,Otros,SOCYA,
2021-01-28,Tetrapak,0,Papeles y Cartones,SOCYA,
2021-02-28,Aluminio,20,Metales,SOCYA,
2021-02-28,Plega,0,Plásticos,SOCYA,
2021-02-28,Cartón,341,Papeles y Cartones,SOCYA,
2021-02-28,Palos de Escoba,0,Otros,SOCYA,
2021-02-28,Pasta,0,Plásticos,SOCYA,
2021-02-28,Plástico,104,Plásticos,SOCYA,
2021-02-28,Tetrapak,0,Papeles y Cartones,SOCYA,
2021-02-28,Periódico,0,Papeles y Cartones,SOCYA,
2021-02-28,Icopor,0,Otros,SOCYA,
2021-02-28,Pet,31,Plásticos,SOCYA,
2021-02-28,Plega,0,Papeles y Cartones,SOCYA,
2021-02-28,Cartón,0,Papeles y Cartones,SOCYA,
2021-02-28,Vidrio,0,Vidrios,SOCYA,
2021-02-28,Archivo,220,Papeles y Cartones,SOCYA,
2021-02-28,Chatarra,1092,Metales,SOCYA,
2021-02-28,PVC,0,Otros,SOCYA,
2021-03-28,Archivo,1607,Papeles y Cartones,SOCYA,
2021-03-28,Plega,8,Plásticos,SOCYA,
2021-03-28,Cartón,0,Papeles y Cartones,SOCYA,
2021-03-28,Plástico,"663,7",Plásticos,SOCYA,
2021-03-28,Palos de Escoba,37,Otros,SOCYA,
2021-03-28,Cartón,"869,5",Papeles y Cartones,SOCYA,
2021-03-28,Pasta,0,Plásticos,SOCYA,
2021-03-28,Tetrapak,14,Papeles y Cartones,SOCYA,
2021-03-28,Periódico,"38,5",Papeles y Cartones,SOCYA,
2021-03-28,Aluminio,12,Metales,SOCYA,
2021-03-28,Vidrio,120,Vidrios,SOCYA,
2021-03-28,PVC,0,Otros,SOCYA,
2021-03-28,Icopor,27,Otros,SOCYA,
2021-03-28,Pet,62,Plásticos,SOCYA,
2021-03-28,Plega,152,Papeles y Cartones,SOCYA,
2021-03-28,Chatarra,1880,Metales,SOCYA,
2021-04-28,Aluminio,"6,8",Metales,Recimed,
2021-04-28,PVC,"139,2",Otros,Recimed,
2021-04-28,Icopor,0,Otros,Recimed,
2021-04-28,Periódico,"17,5",Papeles y Cartones,Recimed,
2021-04-28,Plega,0,Plásticos,Recimed,
2021-04-28,Archivo,"213,7",Papeles y Cartones,Recimed,
2021-04-28,Palos de Escoba,63,Otros,Recimed,
2021-04-28,Pasta,"57,6",Plásticos,Recimed,
2021-04-28,Plástico,39,Plásticos,Recimed,
2021-04-28,Vidrio,"23,8",Vidrios,Recimed,
2021-04-28,Tetrapak,"53,6",Papeles y Cartones,Recimed,
2021-04-28,Pet,"24,4",Plásticos,Recimed,
2021-04-28,Chatarra,"1132,5",Metales,Recimed,
2021-04-28,Cartón,16,Papeles y Cartones,Recimed,
2021-04-28,Cartón,230,Papeles y Cartones,Recimed,
2021-04-28,Plega,"81,8",Papeles y Cartones,Recimed,
2021-05-28,Pasta,7,Plásticos,Recimed,
2021-05-28,Chatarra,"25,8",Metales,Recimed,
2021-05-28,Plega,"58,2",Papeles y Cartones,Recimed,
2021-05-28,Periódico,50,Papeles y Cartones,Recimed,
2021-05-28,Aluminio,0,Metales,Recimed,
2021-05-28,Vidrio,0,Vidrios,Recimed,
2021-05-28,Plega,0,Plásticos,Recimed,
2021-05-28,Cartón,"70,4",Papeles y Cartones,Recimed,
2021-05-28,Icopor,0,Otros,Recimed,
2021-05-28,PVC,"5,6",Otros,Recimed,
2021-05-28,Plástico,"15,2",Plásticos,Recimed,
2021-05-28,Tetrapak,0,Papeles y Cartones,Recimed,
2021-05-28,Archivo,"102,6",Papeles y Cartones,Recimed,
2021-05-28,Pet,"6,2",Plásticos,Recimed,
2021-05-28,Palos de Escoba,0,Otros,Recimed,
2021-05-28,Cartón,0,Papeles y Cartones,Recimed,
2021-06-28,Pasta,214,Plásticos,Recimed,
2021-06-28,Periódico,"79,3",Papeles y Cartones,Recimed,
2021-06-28,Palos de Escoba,15,Otros,Recimed,
2021-06-28,PVC,"14,3",Otros,Recimed,
2021-06-28,Icopor,0,Otros,Recimed,
2021-06-28,Pet,51,Plásticos,Recimed,
2021-06-28,Plástico,"273,1",Plásticos,Recimed,
2021-06-28,Aluminio,0,Metales,Recimed,
2021-06-28,Archivo,"968,7",Papeles y Cartones,Recimed,
2021-06-28,Cartón,"1067,9",Papeles y Cartones,Recimed,
2021-06-28,Plega,"368,6",Papeles y Cartones,Recimed,
2021-06-28,Chatarra,"1936,3",Metales,Recimed,
2021-06-28,Cartón,0,Papeles y Cartones,Recimed,
2021-06-28,Tetrapak,0,Papeles y Cartones,Recimed,
2021-06-28,Vidrio,28,Vidrios,Recimed,
2021-06-28,Plega,0,Plásticos,Recimed,
2021-07-28,Vidrio,"41,8",Vidrios,Recimed,
2021-07-28,Aluminio,0,Metales,Recimed,
2021-07-28,Archivo,"240,9",Papeles y Cartones,Recimed,
2021-07-28,Cartón,"236,4",Papeles y Cartones,Recimed,
2021-07-28,PVC,0,Otros,Recimed,
2021-07-28,Tetrapak,0,Papeles y Cartones,Recimed,
2021-07-28,Chatarra,"1787,9",Metales,Recimed,
2021-07-28,Pasta,"40,3",Plásticos,Recimed,
2021-07-28,Periódico,"34,2",Papeles y Cartones,Recimed,
2021-07-28,Plega,0,Plásticos,Recimed,
2021-07-28,Plega,"186,5",Papeles y Cartones,Recimed,
2021-07-28,Pet,"28,8",Plásticos,Recimed,
2021-07-28,Icopor,0,Otros,Recimed,
2021-07-28,Cartón,0,Papeles y Cartones,Recimed,
2021-07-28,Palos de Escoba,0,Otros,Recimed,
2021-07-28,Plástico,59,Plásticos,Recimed,
2021-08-28,Vidrio,"74,3",Vidrios,Recimed,
2021-08-28,PVC,"143,8",Otros,Recimed,
2021-08-28,Tetrapak,0,Papeles y Cartones,Recimed,
2021-08-28,Cartón,"340,7",Papeles y Cartones,Recimed,
2021-08-28,Plástico,"123,3",Plásticos,Recimed,
2021-08-28,Periódico,"77,1",Papeles y Cartones,Recimed,
